Date,Open,High,Low,Close,Adj Close,Volume,Stock,Country
2020-12-31,38.287532806396484,38.54574966430664,37.779998779296875,37.779998779296875,28.106067657470703,3043282.0,BHP.AX,AUS
2010-12-31,0.1850000023841858,0.1850000023841858,0.1850000023841858,0.1850000023841858,0.13305573165416718,0.0,ALU.AX,AUS
2011-12-31,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.1006908193230629,0.0,ALU.AX,AUS
2012-12-31,1.2599999904632568,1.2799999713897705,1.25,1.2799999713897705,0.9750752449035645,47605.0,ALU.AX,AUS
2013-12-31,2.3299999237060547,2.369999885559082,2.309999942779541,2.319999933242798,1.8738538026809692,47847.0,ALU.AX,AUS
2014-12-31,3.2100000381469727,3.2799999713897705,3.2100000381469727,3.2799999713897705,2.767956018447876,194799.0,ALU.AX,AUS
2015-12-31,4.71999979019165,4.800000190734863,4.670000076293945,4.670000076293945,4.088795185089111,215631.0,ALU.AX,AUS
2016-12-31,8.020000457763672,8.09000015258789,8.0,8.09000015258789,7.289588928222656,112970.0,ALU.AX,AUS
2017-12-31,13.350000381469727,13.489999771118164,13.25,13.279999732971191,12.291434288024902,165613.0,ALU.AX,AUS
2018-12-31,21.0,21.93000030517578,21.0,21.700000762939453,20.312299728393555,197768.0,ALU.AX,AUS
2019-12-31,35.45000076293945,35.75,34.470001220703125,34.720001220703125,32.818504333496094,366993.0,ALU.AX,AUS
2020-12-31,34.0,34.41999816894531,33.959999084472656,33.9900016784668,32.505367279052734,373756.0,ALU.AX,AUS
2010-12-31,3.9424989223480225,3.9424989223480225,3.9424989223480225,3.9424989223480225,3.7872445583343506,0.0,HUB.AX,AUS
2011-12-31,1.8608590364456177,1.8608590364456177,1.8608590364456177,1.8608590364456177,1.7875791788101196,0.0,HUB.AX,AUS
2012-12-31,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.38424816727638245,0.0,HUB.AX,AUS
2013-12-31,1.2100000381469727,1.2100000381469727,1.2100000381469727,1.2100000381469727,1.1623507738113403,414.0,HUB.AX,AUS
2014-12-31,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.8837708234786987,0.0,HUB.AX,AUS
2015-12-31,4.5,4.590000152587891,4.449999809265137,4.510000228881836,4.332397937774658,21988.0,HUB.AX,AUS
2016-12-31,5.139999866485596,5.199999809265137,5.010000228881836,5.199999809265137,4.9952263832092285,53224.0,HUB.AX,AUS
2017-12-31,9.699999809265137,9.710000038146973,9.380000114440918,9.569999694824219,9.193136215209961,167833.0,HUB.AX,AUS
2018-12-31,11.550000190734863,11.949999809265137,11.550000190734863,11.880000114440918,11.441725730895996,53503.0,HUB.AX,AUS
2019-12-31,11.0600004196167,11.359999656677246,11.0600004196167,11.15999984741211,10.785572052001953,121300.0,HUB.AX,AUS
2020-12-31,21.100000381469727,21.700000762939453,21.049999237060547,21.34000015258789,20.771211624145508,109010.0,HUB.AX,AUS
2010-12-31,6.659999847412109,6.730000019073486,6.610000133514404,6.630000114440918,4.997127532958984,251284.0,SEK.AX,AUS
2011-12-31,5.690000057220459,5.71999979019165,5.650000095367432,5.670000076293945,4.383707046508789,172010.0,SEK.AX,AUS
